Timestamp,Name,Class Section,List one topic of the class that you enjoy,What was the most challenging topic of the class?,"Overall, the learning experience for the class is",(Optional) What do you suggest to improve the class?,cleaned_List one topic of the class that you enjoy,cleaned_What was the most challenging topic of the class?,cleaned_(Optional) What do you suggest to improve the class?
10/16/2019 18:37:11,Student148,G7 (Wed 15:30 - 18:45 SR 3.3),Business Model Canvas,Drivers of Innovation in Business,4,"Case Study can be provided in advance, an hour before the class so there is more time to prepare a more insightful presentation",business model canvas,driver of innovation in business,case study can be provide in advance an hour before the class so there is more time to prepare more insightful presentation
10/16/2019 18:37:24,Student165,G7 (Wed 15:30 - 18:45 SR 3.3),Class Presentations on Business Model!,Product Innovation Platforms,4,,class presentation on business model,product innovation platform,
10/16/2019 18:38:13,Student141,G7 (Wed 15:30 - 18:45 SR 3.3),Understanding business models of other companies through different presentations,Drafting business model canvas correctly,3,,understand business model of other company through different presentation,draft business model canvas correctly,
10/16/2019 18:39:05,Student144,G7 (Wed 15:30 - 18:45 SR 3.3),Business model canvas,Gassmann Magic triangle,3,,business model canvas,gassmann magic triangle,
10/16/2019 18:39:59,Student133,G7 (Wed 15:30 - 18:45 SR 3.3),Customer Segment and Value Proposition,"None, enjoyed and understood the class thoroughly",4,-,customer segment and value proposition,enjoy and understand the class thoroughly,
10/16/2019 18:40:23,Student139,G8 (Thur 15:30 - 18:45 SR 3.4),Business Model Canvas,PLM Tools VS Product Innovation Platform,3,nil,business model canvas,plm tool vs product innovation platform,
10/16/2019 18:40:48,Student158,G7 (Wed 15:30 - 18:45 SR 3.3),I enjoyed the business model canvas!,"The difference between the product, process and business model innovation.",4,It would be very helpful if the instructor or lecturer could raise his or her voice a little bit during the lecture.,enjoy the business model canvas,the difference between the product process and business model innovation,it would be very helpful if the instructor or lecturer could raise his or her voice little bit during the lecture
10/16/2019 18:41:23,Student156,G7 (Wed 15:30 - 18:45 SR 3.3),Business model innovation and the case study,process innovation model,3,,business model innovation and the case study,process innovation model,
10/16/2019 18:41:24,Student161,G7 (Wed 15:30 - 18:45 SR 3.3),Gassmann Magic Triangle & Business model canvas,Product innovation ,3,,gassmann magic triangle and business model canvas,product innovation,
10/16/2019 18:41:38,Student126,G7 (Wed 15:30 - 18:45 SR 3.3),Case study,Case study,4,,case study,case study,
10/16/2019 18:41:42,Student132,G7 (Wed 15:30 - 18:45 SR 3.3),Presentation,None,3,,presentation,,
10/16/2019 18:41:49,Student127,G7 (Wed 15:30 - 18:45 SR 3.3),The different innovation types,business model canvas,3,,the different innovation type,business model canvas,
10/16/2019 18:42:08,Student166,G7 (Wed 15:30 - 18:45 SR 3.3),"The entire class was interesting as we finally step into innovation out from models, analyse and solution.",Product Information Platform,3,Concepts could have been more detailed ,the entire class was interest as we finally step into innovation out from model analyse and solution,product information platform,concept could have been more detailed
10/16/2019 18:42:08,Student150,G7 (Wed 15:30 - 18:45 SR 3.3),Understanding the Business Model Canvas,"Understanding Product Innovation Platforms, PLM Tools and its purpose",3,Going through more case studies to better understand how to apply these theories and concepts,understand the business model canvas,understand product innovation platform plm tool and its purpose,go through more case study to good understand how to apply these theory and concept
10/16/2019 18:42:14,Student366,G7 (Wed 15:30 - 18:45 SR 3.3),Case Study Preparation,Business Mode,2,"Instructions could have been better relayed. We were confused if we had to present separately or together with our supposed partnering teams. But nevertheless, the case study was fun",case study preparation,business mode,instruction could have been good relay we were confuse if we had to present separately or together with our suppose partnering team but nevertheless the case study was fun
10/16/2019 18:42:19,Student135,G7 (Wed 15:30 - 18:45 SR 3.3),Class case study presentation,Product Innovation Platform,3,Further examples of certain concepts such as the product innovation platform. Did not fully understand the difference between PLM and product innovation platform,class case study presentation,product innovation platform,further example of certain concept such as the product innovation platform did not fully understand the difference between plm and product innovation platform
10/16/2019 18:42:23,Student149,G6 (Thur 8:15 - 11:30 SR 3.4),product innovation,Product innovation platforms,3,Videos,product innovation,product innovation platform,video
10/16/2019 18:42:32,Student164,G7 (Wed 15:30 - 18:45 SR 3.3),Innovation Case Template,Incremental or continuous improvements and Radical innovation ,3,,innovation case template,incremental or continuous improvement and radical innovation,
10/16/2019 18:42:35,Student154,G5 (Wed 12:00 - 15:15 SR 3.3),gussmann triangle,gussmann triangle,4,gnil,gussmann triangle,gussmann triangle,
10/16/2019 18:42:37,Student131,G7 (Wed 15:30 - 18:45 SR 3.3),Differentiating the difference between innovation and invention,Knowing how to identify the innovation case ,3,,differentiate the difference between innovation and invention,know how to identify the innovation case,
10/16/2019 18:42:42,Student146,G7 (Wed 15:30 - 18:45 SR 3.3),Different types of business innovation.,Coming out with the business model canvas,3,NIL,different type of business innovation,come out with the business model canvas,
10/16/2019 18:42:51,Student157,G7 (Wed 15:30 - 18:45 SR 3.3),Business Model Innovation,Preparing a presentation in 45min to tackle an entire case was a bit stressful and challenging,4,More examples could be given e.g. for Innovation Challenges,business model innovation,prepare presentation in min to tackle an entire case was bit stressful and challenge,more example could be give example for innovation challenge
10/16/2019 18:42:54,Student163,G7 (Wed 15:30 - 18:45 SR 3.3),The different types of Business Innovation,Business Model Canvas,3,,the different type of business innovation,business model canvas,
10/16/2019 18:42:56,Student162,G7 (Wed 15:30 - 18:45 SR 3.3),Business canvas,product innovation,3,,business canvas,product innovation,
10/16/2019 18:42:57,Student145,G7 (Wed 15:30 - 18:45 SR 3.3),Business Innovation,Business model Innovation,4,,business innovation,business model innovation,
10/16/2019 18:43:01,Student152,G7 (Wed 15:30 - 18:45 SR 3.3),Innovation case. ,The case study due to time constraint. ,3,Give more time to do the power point slides and also if the teams are presenting together or separately. ,innovation case,the case study due to time constraint,give more time to do the power point slide and also if the team are present together or separately
10/16/2019 18:43:21,Student134,G7 (Wed 15:30 - 18:45 SR 3.3),Business model canvas,identifying the type of innovation,3,,business model canvas,identify the type of innovation,
10/16/2019 18:43:32,Student155,G7 (Wed 15:30 - 18:45 SR 3.3),Product innovation,Business model canvas,3,,product innovation,business model canvas,
10/16/2019 18:43:59,Student130,G7 (Wed 15:30 - 18:45 SR 3.3),Business model,Product Innovation,3,-,business model,product innovation,
10/17/2019 11:10:08,Student183,G6 (Thur 8:15 - 11:30 SR 3.4),Product innovation,Nil,4,,product innovation,,
10/17/2019 11:21:14,Student182,G6 (Thur 8:15 - 11:30 SR 3.4),Learning about the different types of innovation (product and business model),Business model canvas,4,,learn about the different type of innovation product and business model,business model canvas,
10/17/2019 11:23:37,Student206,G6 (Thur 8:15 - 11:30 SR 3.4),product life cycle management for product innovation,applying gassmann magic triangle and business model canvas on different business cases,4,,product life cycle management for product innovation,apply gassmann magic triangle and business model canvas on different business case,
10/17/2019 11:23:51,Student172,G6 (Thur 8:15 - 11:30 SR 3.4),Innovation!,None! I really love today!,4,,innovation,really love today,
10/17/2019 11:24:07,Student191,G6 (Thur 8:15 - 11:30 SR 3.4),"3 types of innovation (product, process, business model)",Business Model Canvas,4,Nil,type of innovation product process business model,business model canvas,
10/17/2019 11:24:13,Student175,G6 (Thur 8:15 - 11:30 SR 3.4),Case study,,4,,case study,,
10/17/2019 11:24:23,Student177,G6 (Thur 8:15 - 11:30 SR 3.4),Presentation,Process Innovation,4,,presentation,process innovation,
10/17/2019 11:24:34,Student189,G6 (Thur 8:15 - 11:30 SR 3.4),Process Innovation ,Business Model Canvas ,3,,process innovation,business model canvas,
10/17/2019 11:24:35,Student176,G6 (Thur 8:15 - 11:30 SR 3.4),Product innovation,Presenting in class (did a part of the slides but need to present the parts of others) - so did not present that well,3,,product innovation,present in class did part of the slide but need to present the part of others so did not present that well,
10/17/2019 11:24:36,Student168,G6 (Thur 8:15 - 11:30 SR 3.4),The different case studies of the different companies ,Understanding the process life cycle management platform ,4,NIL,the different case study of the different company,understand the process life cycle management platform,
10/17/2019 11:24:40,Student170,G6 (Thur 8:15 - 11:30 SR 3.4),The Case Study,Case study,4,,the case study,case study,
10/17/2019 11:24:43,Student187,G6 (Thur 8:15 - 11:30 SR 3.4),Business Model,Process Innovation,3,,business model,process innovation,
10/17/2019 11:24:44,Student192,G6 (Thur 8:15 - 11:30 SR 3.4),Business canvas model,Identifying the business processes,4,,business canvas model,identify the business process,
10/17/2019 11:24:45,Student370,G6 (Thur 8:15 - 11:30 SR 3.4),Presentation and case study,Process Innovation ,4,,presentation and case study,process innovation,
10/17/2019 11:24:46,Student178,G6 (Thur 8:15 - 11:30 SR 3.4),the process innovation,how to identify the innovation challenges,3,,the process innovation,how to identify the innovation challenge,
10/17/2019 11:24:47,Student195,G6 (Thur 8:15 - 11:30 SR 3.4),class presentation,"identifying which innovation it belongs to (product,process,biz-model)",4,More carrot less stick.,class presentation,identify which innovation it belong to product process biz model,more carrot less stick
10/17/2019 11:24:48,Student185,G6 (Thur 8:15 - 11:30 SR 3.4),The Gassmann Magic Triangle,Business model innovation,4,,the gassmann magic triangle,business model innovation,
10/17/2019 11:24:48,Student171,G6 (Thur 8:15 - 11:30 SR 3.4),Business Model Innovation,Process Innovation,4,,business model innovation,process innovation,
10/17/2019 11:24:52,Student169,G6 (Thur 8:15 - 11:30 SR 3.4),Case study presentation was interesting as we could apply what we learnt into the real world,Grasping the concepts of the business model canvas,4,,case study presentation was interest as we could apply what we learn into the real world,grasp the concept of the business model canvas,
